"Portal","Job Title","Company","URL","About the job","Pay","Location","Summary","Requirements","Responsibilities","Benefits","Scraped At"
"USAJOBS","Psychologist - Program Manager","Veterans Health Administration","https://www.usajobs.gov:443/job/847676100","The VA New York Harbor Healthcare System (NYHHCS) is a multi-site medical system that includes a major medical facility in Manhattan, Brooklyn (including the St. Albans campus in Queens), and two Community Based Outpatient Clinics (CBOCs). VA NYHHCS is an academic facility with teaching and research programs.","$168764-$219393 PA","Kings, New York","The VA New York Harbor Healthcare System (NYHHCS) is a multi-site medical system that includes a major medical facility in Manhattan, Brooklyn (including the St. Albans campus in Queens), and two Community Based Outpatient Clinics (CBOCs). VA NYHHCS is an academic facility with teaching and research programs.","","","","2026-08-10T09:36:00.570752+00:00"
"USAJOBS","Assistant United States Attorney (AUSA) - Open Continuous","Executive Office for U.S. Attorneys and the Office of the U.S. Attorneys","https://www.usajobs.gov:443/job/847677900","The United States Attorney's Office for the District of Columbia is accepting applications for attorneys to serve as Assistant United States Attorneys (AUSAs) in the Office's Civil Division. AUSAs in the Civil Division represent the U.S. Government in both affirmative and defensive civil litigation in both trial and appellate courts.","$87815-$197100 PA","Washington, District of Columbia","The United States Attorney's Office for the District of Columbia is accepting applications for attorneys to serve as Assistant United States Attorneys (AUSAs) in the Office's Civil Division. AUSAs in the Civil Division represent the U.S. Government in both affirmative and defensive civil litigation in both trial and appellate courts.","","","","2026-08-10T09:36:00.571522+00:00"
"USAJOBS","Physician Assistant-Spinal Cord Injury-Open Continuous Announcement","Veterans Health Administration","https://www.usajobs.gov:443/job/847684900","The Physician Assistant will be selected to provide daily support for the activities of an established outpatient clinic in SCI/D center, the emerging Telehealth Program, expanding Home Health program and potentially to support on-going research projects for a major SCI/D treatment center. Based on interest and skillset of incumbent and service needs, cross coverage for SCI/D inpatient unit may also be a part of the responsibilities. Ongoing collaboration with physicians, and nursing staff.","$110108-$203898 PA","San Antonio, Texas","The Physician Assistant will be selected to provide daily support for the activities of an established outpatient clinic in SCI/D center, the emerging Telehealth Program, expanding Home Health program and potentially to support on-going research projects for a major SCI/D treatment center. Based on interest and skillset of incumbent and service needs, cross coverage for SCI/D inpatient unit may also be a part of the responsibilities. Ongoing collaboration with physicians, and nursing staff.","","","","2026-08-10T09:36:00.572431+00:00"
"USAJOBS","PRIMARY CARE PHYSICIAN-WAYNESVILLE","Veterans Health Administration","https://www.usajobs.gov:443/job/847699600","This position is eligible for the Education Debt Reduction Program (EDRP), a student loan payment reimbursement program. You must meet specific eligibility requirements per VHA policy and submit your EDRP application within four months of appointment. Program Approval, award amount (up to $200,000) & eligibility period (one to five years) are determined by the VHA Education Loan Repayment Services program office after review of the EDRP application. Former EDRP participants ineligible to apply.","$250000-$258000 PA","Waynesville, Missouri","This position is eligible for the Education Debt Reduction Program (EDRP), a student loan payment reimbursement program. You must meet specific eligibility requirements per VHA policy and submit your EDRP application within four months of appointment. Program Approval, award amount (up to $200,000) & eligibility period (one to five years) are determined by the VHA Education Loan Repayment Services program office after review of the EDRP application. Former EDRP participants ineligible to apply.","","","","2026-08-10T09:36:00.573591+00:00"
"USAJOBS","AIRCRAFT MECHANIC","Air National Guard Units","https://www.usajobs.gov:443/job/847709800","Opened Area(s) of Consideration: 1, 2, 3 DEFINITION OF AREA(S) OF CONSIDERATION: Area 1 - AKNG Permanent or Indefinite technicians. Area 2 - All AKNG members. Area 3 - All other current military members who are eligible to join the Alaska Air National Guard. PDCN: D1366000 MPCN: 3400884259 Selecting Supervisor: Austin Greenway","$36.45-$48.1 PH","Eielson AFB, Alaska","Opened Area(s) of Consideration: 1, 2, 3 DEFINITION OF AREA(S) OF CONSIDERATION: Area 1 - AKNG Permanent or Indefinite technicians. Area 2 - All AKNG members. Area 3 - All other current military members who are eligible to join the Alaska Air National Guard. PDCN: D1366000 MPCN: 3400884259 Selecting Supervisor: Austin Greenway","","","","2026-08-10T09:36:00.574707+00:00"
"USAJOBS","AIRCRAFT MECHANIC","Air National Guard Units","https://www.usajobs.gov:443/job/847710200","Opened Area(s) of Consideration: 1, 2, 3 DEFINITION OF AREA(S) OF CONSIDERATION: Area 1 - AKNG Permanent or Indefinite technicians. Area 2 - All AKNG members. Area 3 - All other current military members who are eligible to join the Alaska Air National Guard. PDCN: D1366000 MPCN: 3400860637 Selecting Supervisor: Austin Greenway","$36.45-$48.1 PH","Eielson AFB, Alaska","Opened Area(s) of Consideration: 1, 2, 3 DEFINITION OF AREA(S) OF CONSIDERATION: Area 1 - AKNG Permanent or Indefinite technicians. Area 2 - All AKNG members. Area 3 - All other current military members who are eligible to join the Alaska Air National Guard. PDCN: D1366000 MPCN: 3400860637 Selecting Supervisor: Austin Greenway","","","","2026-08-10T09:36:00.575826+00:00"
"USAJOBS","Second Mate Pipeline Dredge Class I (Dual Rate)","U.S. Army Corps of Engineers","https://www.usajobs.gov:443/job/847794200","This is a Direct Hire Authority (DHA) solicitation utilizing the DHA for Certain Personnel of the DoD Workforce to recruit and appoint qualified candidates to positions in the competitive service. About the Position: As a Watch Mate, stands regular watch on self propelled hydraulic, diesel-electric dustpan type dredge with 32 inch discharge pipeline.","$42.28-$49.43 PH","Saint Louis, Missouri","This is a Direct Hire Authority (DHA) solicitation utilizing the DHA for Certain Personnel of the DoD Workforce to recruit and appoint qualified candidates to positions in the competitive service. About the Position: As a Watch Mate, stands regular watch on self propelled hydraulic, diesel-electric dustpan type dredge with 32 inch discharge pipeline.","","","","2026-08-10T09:36:00.576942+00:00"
"USAJOBS","HEALTH PHYSICIST","U.S. Pacific Fleet","https://www.usajobs.gov:443/job/847806800","This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer. You will serve as a Health Physicist for PSNS & IMF","$45331-$73003 PA","Bremerton, Washington","This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer. You will serve as a Health Physicist for PSNS & IMF","","","","2026-08-10T09:36:00.577841+00:00"
"USAJOBS","Materials Handler (Forklift Operator)","Defense Commissary Agency","https://www.usajobs.gov:443/job/847826400","About the Position: This is an open continuous announcement. The initial cutoff date for referral is 23 October 2025. After this date additional referral lists will be created as vacancies are available. If you are referred and not selected or receive a letter indicating you were ineligible because of missing documents you must complete a new application package for this vacancy to receive further consideration.","$22.33-$26.04 PH","Germersheim, Germany","About the Position: This is an open continuous announcement. The initial cutoff date for referral is 23 October 2025. After this date additional referral lists will be created as vacancies are available. If you are referred and not selected or receive a letter indicating you were ineligible because of missing documents you must complete a new application package for this vacancy to receive further consideration.","","","","2026-08-10T09:36:00.578947+00:00"
"USAJOBS","Physician-Dermatology","Veterans Health Administration","https://www.usajobs.gov:443/job/847853800","Located in historic downtown Charleston, SC, the Ralph Hl Johnson VA Medical Center is a tertiary care teaching hospital providing the highest-level quality for more than 75,000 Veterans along the South Carolina and Georgia coast. The Ralph H. Johnson VA is the second fastest growing VA in the U.S. for percentage patient growth. For the past three years, the Charleston VA has been rated a 5-Star medical center for quality and efficiency.","$123077-$400000 PA","Charleston, South Carolina","Located in historic downtown Charleston, SC, the Ralph Hl Johnson VA Medical Center is a tertiary care teaching hospital providing the highest-level quality for more than 75,000 Veterans along the South Carolina and Georgia coast. The Ralph H. Johnson VA is the second fastest growing VA in the U.S. for percentage patient growth. For the past three years, the Charleston VA has been rated a 5-Star medical center for quality and efficiency.","","","","2026-08-10T09:36:00.579975+00:00"
"USAJOBS","Health Technician - Emergency Department","Veterans Health Administration","https://www.usajobs.gov:443/job/847857100","This is an OPEN CONTINUOUS ANNOUNCEMENT and will remain open until 10/08/2026. Qualified applicants will be considered and referred as vacancies become available. The initial cut-off date for referral of eligible applications will be 10/20/2025, with subsequent cut-off dates on the 1st of each month.","$48877-$63537 PA","Dallas, Texas","This is an OPEN CONTINUOUS ANNOUNCEMENT and will remain open until 10/08/2026. Qualified applicants will be considered and referred as vacancies become available. The initial cut-off date for referral of eligible applications will be 10/20/2025, with subsequent cut-off dates on the 1st of each month.","","","","2026-08-10T09:36:00.581450+00:00"
"USAJOBS","Physician - DEPUTY CHIEF OF STAFF","Veterans Health Administration","https://www.usajobs.gov:443/job/847862300","This full-time position is based at the Ralph H. Johnson VA Health Care System. The position reports directly to the Chief of Staff (COS). The Deputy Chief of Staff is responsible for the clinical operations at Ralph H. Johnson VA Health Care System. This position will work collaboratively with members of the Chief of Staff office, service line leaders, and clinical staff to maximize operational efficiencies.","$300000-$375000 PA","Charleston, South Carolina","This full-time position is based at the Ralph H. Johnson VA Health Care System. The position reports directly to the Chief of Staff (COS). The Deputy Chief of Staff is responsible for the clinical operations at Ralph H. Johnson VA Health Care System. This position will work collaboratively with members of the Chief of Staff office, service line leaders, and clinical staff to maximize operational efficiencies.","","","","2026-08-10T09:36:00.582549+00:00"
"USAJOBS","AIRCRAFT MECHANIC","Air National Guard Units","https://www.usajobs.gov:443/job/847894800","This National Guard position is for a AIRCRAFT MECHANIC, Position Description Number D1366000 and is part of the Oregon Air National Guard 142nd Wing, National Guard.","$37.36-$43.57 PH","Portland, Oregon","This National Guard position is for a AIRCRAFT MECHANIC, Position Description Number D1366000 and is part of the Oregon Air National Guard 142nd Wing, National Guard.","","","","2026-08-10T09:36:00.583463+00:00"
"USAJOBS","COMPOSITE FABRICATOR (TITLE 32)","Air National Guard Units","https://www.usajobs.gov:443/job/847902800","This is a National Guard Title 32 Excepted Service Position. This position is an Indefinite WG-4352-05/07/10 COMPOSITE FABRICATOR (TITLE 32), Position Description Number D250100 (WG-05), D2502000 (WG-07) or D2503000 (WG-10) and is part of the MO 131st Bomb Wing. This is a bargaining position. SEE NOTES UNDER CONDITIONS OF EMPLOYMENT BELOW.","$27.1-$43.16 PH","Whiteman AFB, Missouri","This is a National Guard Title 32 Excepted Service Position. This position is an Indefinite WG-4352-05/07/10 COMPOSITE FABRICATOR (TITLE 32), Position Description Number D250100 (WG-05), D2502000 (WG-07) or D2503000 (WG-10) and is part of the MO 131st Bomb Wing. This is a bargaining position. SEE NOTES UNDER CONDITIONS OF EMPLOYMENT BELOW.","","","","2026-08-10T09:36:00.583964+00:00"
"USAJOBS","EMERGENCY RESPONSE DISPATCHER","Commander, Navy Installations Command","https://www.usajobs.gov:443/job/847928400","This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.","$36584-$65917 PA","Naval Base, Norfolk, Virginia","This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.","","","","2026-08-10T09:36:00.584840+00:00"
"USAJOBS","Staff Psychologist (BHIP) - EDRP, Recruitment/Relocation Incentive Authorized","Veterans Health Administration","https://www.usajobs.gov:443/job/847931400","This position is eligible for the Education Debt Reduction Program (EDRP), a student loan payment reimbursement program. You must meet specific individual eligibility requirements in accordance with VHA policy and submit your EDRP application within four months of appointment. Program Approval, award amount (up to $200,000) and eligibility period (one to five years) are determined by the VHA Education Loan Repayment Services program office after complete review of the EDRP application.","$83280-$154309 PA","Multiple Locations","This position is eligible for the Education Debt Reduction Program (EDRP), a student loan payment reimbursement program. You must meet specific individual eligibility requirements in accordance with VHA policy and submit your EDRP application within four months of appointment. Program Approval, award amount (up to $200,000) and eligibility period (one to five years) are determined by the VHA Education Loan Repayment Services program office after complete review of the EDRP application.","","","","2026-08-10T09:36:00.585869+00:00"
"USAJOBS","WELDER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847975300","You will serve as a WELDER in the DEPARTMENT OF THE NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$28.73-$48.45 PH","Multiple Locations","You will serve as a WELDER in the DEPARTMENT OF THE NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.587013+00:00"
"USAJOBS","PAINTER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847975700","You will serve as a PAINTER in the DEPARTMENT OF THE NAVY to include work sites of Pearl Harbor naval Shipyard, Puget Sound Naval Shipyard, and Trident Refit Facility Bangor. Applicants will only be considered for positions within their own UIC. For example: If you are within UIC 4523A, you will only be considered for positions within 4523A.","$37.29-$45.79 PH","Multiple Locations","You will serve as a PAINTER in the DEPARTMENT OF THE NAVY to include work sites of Pearl Harbor naval Shipyard, Puget Sound Naval Shipyard, and Trident Refit Facility Bangor. Applicants will only be considered for positions within their own UIC. For example: If you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.588384+00:00"
"USAJOBS","SHIPFITTER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847976000","You will serve as a SHIPFITTER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: If you are within UIC 4523A, you will only be considered for positions within 4523A.","$27.35-$45.79 PH","Multiple Locations","You will serve as a SHIPFITTER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: If you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.589564+00:00"
"USAJOBS","SHIPFITTER LEADER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847976500","You will serve as a SHIPFITTER LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor, and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: If you're within UIC 4523A, you will only be considered for positions within 4523A.","$30.11-$50.37 PH","Multiple Locations","You will serve as a SHIPFITTER LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor, and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: If you're within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.590972+00:00"
"USAJOBS","COMBINED TRADES SUPERVISOR II","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847977400","You will serve as a Combined Trades Supervisor II in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor, and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$41.92-$64.13 PH","Multiple Locations","You will serve as a Combined Trades Supervisor II in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor, and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.592424+00:00"
"USAJOBS","PRODUCTION SHOP PLANNER (GENERAL)","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847977600","You will serve as a PRODUCTION SHOP PLANNER (GENERAL) in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$34.07-$51.32 PH","Multiple Locations","You will serve as a PRODUCTION SHOP PLANNER (GENERAL) in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.593892+00:00"
"USAJOBS","RIGGING WORKER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847979900","You will serve as a RIGGING WORKER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$24.71-$38.53 PH","Multiple Locations","You will serve as a RIGGING WORKER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.595392+00:00"
"USAJOBS","RIGGER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847980600","You will serve as a RIGGER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor, and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$27.38-$45.79 PH","Multiple Locations","You will serve as a RIGGER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor, and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.596800+00:00"
"USAJOBS","RIGGER LEADER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847982000","You will serve as a RIGGER LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$28.59-$50.37 PH","Multiple Locations","You will serve as a RIGGER LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.598182+00:00"
"USAJOBS","MARINE MACHINERY MECHANIC LEADER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847982300","You will serve as a MARINE MACHINERY MECHANIC LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$30.11-$50.37 PH","Multiple Locations","You will serve as a MARINE MACHINERY MECHANIC LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.599599+00:00"
"USAJOBS","MARINE MACHINERY MECHANIC SUPERVISOR I","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847982500","You will serve as a MARINE MACHINERY MECHANIC SUPERVISOR I in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$36.59-$59.52 PH","Multiple Locations","You will serve as a MARINE MACHINERY MECHANIC SUPERVISOR I in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.601098+00:00"
"USAJOBS","WELDER LEADER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847983100","You will serve as a WELDER LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$30.11-$50.37 PH","Multiple Locations","You will serve as a WELDER LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.602612+00:00"
"USAJOBS","WELDER LEADER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847983700","You will serve as a WELDER LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$31.6-$53.3 PH","Multiple Locations","You will serve as a WELDER LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.604015+00:00"
"USAJOBS","PIPEFITTER LEADER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847984700","You will serve as a PIPEFITTER LEADER in the DEPARTMENT OF THE NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor, and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$30.11-$50.37 PH","Multiple Locations","You will serve as a PIPEFITTER LEADER in the DEPARTMENT OF THE NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor, and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.605437+00:00"
"USAJOBS","MACHINIST LEADER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847985500","You will serve as a MACHINIST LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$33.3-$50.37 PH","Multiple Locations","You will serve as a MACHINIST LEADER in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.606917+00:00"
"USAJOBS","MACHINIST SUPERVISOR I","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847985700","You will serve as a MACHINIST SUPERVISOR I in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","$47.44-$59.52 PH","Multiple Locations","You will serve as a MACHINIST SUPERVISOR I in the DEPARTMENT OF NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: if you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.608410+00:00"
"USAJOBS","ELECTRICIAN LEADER","Department of the Navy Headquarters","https://www.usajobs.gov:443/job/847986200","You will serve as a ELECTRICIAN LEADER in the DEPARTMENT OF THE NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: If you are within UIC 4523A, you will only be considered for positions within 4523A.","$30.11-$50.37 PH","Multiple Locations","You will serve as a ELECTRICIAN LEADER in the DEPARTMENT OF THE NAVY to include work sites of Portsmouth Naval Shipyard, Puget Sound Naval Shipyard, Norfolk Naval Shipyard, Trident Refit Facility Bangor and Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility. Applicants will only be considered for positions within their own UIC. For example: If you are within UIC 4523A, you will only be considered for positions within 4523A.","","","","2026-08-10T09:36:00.609880+00:00"
